id,value,lemmata
150290528,0,verder uitstel beursgang ABN
150290529,1,"vertrouwen in economie groeien 103,9"
150290534,0,leenplafond huis omlaag
150290535,0,bezuinigingsplan republikein
150290536,-1,50-plus huishouden in knel 555.000
150290539,0,verkopen van ABN_Amro in ijskast
150290540,1,herstellen zetten door cbs-hoofdeconoom al sein economie op groen
150290542,-1,loonoffer of 200 baan directie Vroom Dreesmann verhogen druk in intern nieuwsbrief
150290543,-1,sombere dag op beurs na tegenvallen cijfer VS
150290547,1,stork uit diep dal herboren bedrijf lijken klaar voor beursgang
150290548,-1,klap voor Lufthansa
150290549,0,AEX ondanks vers kracht in rood
150290550,0,Beurs blijven lokken nieuw site over beursgeschiedenis
150290552,-1,salariskloof groeien nog verder
150290553,-1,beurs Merkel blijven dicht
150290559,0,Griekenland krijgen pas geld na serieus hervorming
150290562,0,11.400.000.000
150290566,0,belegger nemen na rede Fed even dag rust
150290568,1,consument krijgen veel vertrouwen
150290569,1,Wall_Street sterk omhoog na rentebesluit van Fed
150290578,0,pensioen water in APG gaan investeren in windpark op zee
150290580,1,belegger pak winst en wachten op nieuw VS
150290584,-1,oud-handelaar Rabo in ban
150290585,0,14:0 0 vracht isolatiemateriaal
150290592,0,DAF bouwen veel veel vrachtwagen
150290595,-1,keihard strijd binnen KLM
150290598,0,Lakeman vallen aan rabobank moeten schade renteswaps vergoeden
150290604,-1,Bankrun veld spaanse bank
150290610,0,Peuro
150290612,-1,KLM luiden noodklok
150290623,0,ABN_Amro zeker 15 miljard waard
150290624,-1,Nederland moeten veel hervormen
150290628,-1,dalende oplage krimp advertentie rood cijfer bij tmg
150290630,-1,stimulering Randstadprovincies blijven achter
150290632,-1,Euro zakken weg Rente op staatsobligatie dalen tot onder nul procent
150290635,0,golf aan investering europees fonds stap dichtbij plan Nederland nog niet concreet
150290637,0,07:15 chinese consument zien inflatie stijgen
150290641,-1,geldpers draaien meest europese beurs laag
150290644,-1,Bodem griekse schatkist in zicht
150290645,0,voedselprijzen gaan omlaag
150290646,0,Huizenprijzen weinig omhoog
150290647,0,groep prominent willen enquête naar invoering euro
150290648,0,wet nazorg woekerpolis
150290651,1,export China exploderen
150290655,0,Air_France krijgen boete waakhond
150290660,0,belastingspionnen nieuw wapen Athene om btw-fraude op te spoor
150290673,0,plaatsmaken maar_dan
150290675,0,managen kunnen in deeltijd
150290677,1,aankondiging Draghi geven beurs impuls
150290681,0,ECB streng voor Grieken
150290682,0,spaarvarken blijven heilig
150290684,0,"dollar voor euro 1,1007"
150290685,1,gestaag groei niet uitbundig '; economisch prognose stem directeur Centraal_Planbureau optimistisch
150290687,-1,vergrijzing agrarisch sector zorg
150290689,-1,"miljard euro schade door griep 2,2"
150290692,-1,kaalslag bank nu rbs
150290699,-1,tweedeling
150290701,1,horeca doen weer goed zaak
150290702,1,topman usg_People zien arbeidsmarkt kanteel
150290705,-1,20:52 leus tegen bezuiniging
150290707,0,crisis soms nodig voor goed inzicht
150290708,1,Impuls economie '; door hervorming stelsel belasting en pensioen
150290713,1,akkoord Griekenland zetten beurs op winst
150290715,0,laag rente drijven steeds veel particulier naar beurs
150290716,0,Geldkraan open na belofte
150290718,0,Loof bank '; Werkgeversvoorman_De_Boer willen eind aan strafexpeditie
150290719,1,PostNL blinken uit op vrolijk stemmen beurs
150290722,1,geld voor restaurant snel bijeen
150290723,0,Grieken blij met beet lucht
150290726,-1,griekse bezuiniging nauitstel van EU
150290728,0,SER eerder hulp bij zoeken baan
150290729,1,ABN_Amro rijp voor verkoop
150290730,0,laten geld rol in regio
150290732,1,Griekenland krijgen lang noodhulp
150290733,0,eerder noodlening Griekenland
150290734,0,DNB je moeten minder lenen én minder sparen
150290738,0,snoei aftrekpost '; professor belastingrecht Van_Weeghel
150290740,1,ECB geven Grieken lucht
150290751,1,advies stuk goedkoop
150290752,0,kabinet zien niets in aow
150290755,0,Eurolanden zetten Grieken voor blok
150290760,0,britse taks op drug en dik
150290762,0,griek nemen hun spaargeld op
150290764,1,bezuiniging nog niet nodig
150290766,1,consument op_dreef horeca en bouw profiteren van hoog besteding
150290774,1,CBS wakkeren optimisme over economie aan
150290777,1,zalando boeken een jaarwinst
150290781,1,meevallen cijfer helpen AEX aan winst
150290782,-1,zorgen Kamer over leger België
150290785,0,Grieken mogen wat schuiven als ze maar terugbetalen
150290786,1,biowortel succesnummer
150290787,0,ING hervatten uitbetaling dividend
150290790,0,bluf tijdnood en hoop Griekenland kunnen deadline 28 februari nog halen er worden aan iets werken
150290793,0,Subsidie_Rijk voor schoon bestelauto
150290794,0,Compromis in_de_maak Grieken sleutelen met Europese_Commissie aan tien hervormingspunt
150290801,-1,Redding zijn slechts uitstel van executie
150290803,0,cijferstroom dicteren nieuw beursweek
150290806,0,winst Tata_Steel onder druk
150290814,0,Rechtsbijstand moeten zuinig
150290819,0,bonusplafond financieel sector
150290820,0,rente
150290822,1,fors economisch groei Amsterdam
150290823,0,bak troost van V
150290825,0,weer verlies eredivisie optimisme ondanks rood cijfer
150290826,-1,legertop bezorgd over bezuiniging België
150290827,0,oorvijg Bruggink hoogleraar Boot hekelen hypotheekwaarschuwing
150290828,-1,veel gemeente lopen fors risico
150290829,0,hypotheekrente op laag niveau
150290830,-1,vakbond naar rechter verzachting loonoffer bij V d volstrekt onvoldoend bedrijf geven geen garantie
150290832,0,Griek alleen rente betalen bij groei
150290834,0,Dieselauto niet duur '; als je van oud diesel af willen moeten je nieuw niet te duur maken
150290835,1,Bouw zijn banenmotor
150290836,1,werk mooi dan meevaller
150290837,0,provinciegeld naar burger
150290838,1,beurs beginnen maand voorzichtig positief
150290843,-1,Hypotheekrente lopen flink op '; Rabotopman_Bert_Bruggink waarschuwen
150290845,-1,pensioenfonds achteruit
150290850,0,fijn dat ik geen hypotheek veel hebben
150290855,-1,zwitsers bestelen ons dat hoeven we niet te pikken
150290861,0,430.000 mens naar nieuw werk begeleiden
150290863,-1,licht verlies beurs na afkoeling economie VS
150290864,0,stagnatie in land zonder euro
150290866,0,geheim deal PostNL met fiscus over pakjesbezorger
150290867,1,ACM akkoord met doorstart Miss_Etam
150290870,-1,in schuld door latte-factor
150290877,0,voorstel komen te snel eerst even uitblazen
150290881,-1,verdamptehoop op griekse regeling
150290883,0,IMF Eurozone kunnen Grexit wel aan
150290884,0,eerst wereld goed dan winst maken
150290888,0,financieel een-tweetje NS en staat
150290890,-1,hoog lening maken huiseigenaar kwetsbaar
150290894,-1,Nederland iets minder concurreren
150290898,0,Limiet hypotheek ver omlaag
150290907,0,minder jong met ww-uitkering
150290912,-1,beurs in min uit_angst_voor rente in VS
150290926,-1,Alan_Greenspan noemen euro fout
150290927,1,S P positief over nederlands herstel
150290930,0,yellen rente nog dit jaar verhogen
150290931,-1,basisinkomen dat werken helaas niet
150290933,0,een aandeel ABN dit jaar op_de_markt
150290939,-1,gratis geld doen minder werk
150290946,0,belegger wachten op eu-top in Riga
150290947,1,Kamp toch kijken naar uitkoopregeling
150290952,1,Barça zijn economisch motor van stad
150290963,-1,Rekenkamer kraken bezuiniging op AIVD
150290964,1,ECB geven beurs duw in rug
150290965,1,meevaller in zorg van 2 miljard euro
150290967,0,fiscus automatiseren werk van 5.000 mens vervallen
150290971,1,vuil stroom schaden milieu maar dienen handelsbalans
150290977,-1,kledingwinkel in nood
150290982,0,biedingsstrijd om online-gokbedrijf
150290983,0,als werkgever radicaliseren komen ons lid in verzet
150290990,0,kansrijk beleid zonder zicht op probleem
150290993,0,Koersen VS naar recordhoogte dreigen er nieuw beurskrach
150290995,0,"beurs laag euro stijgen naar 1,14 dollar"
150291001,0,bank lonken naar sommig zzp er
150291006,1,staat kunnen pensioen eenvoudig redden
150291009,0,zijn rentestijging raadsel
150291011,1,nederlands economie groeien op veel front
150291017,1,werkloos ma helpen werkzoekend
150291019,-1,zorg over overnamecircus
150291021,1,smelten van noordpoolijs openen handelsroute
150291022,-1,Nederlandsche bank waarschuwen dat nederlands b
150291023,1,hoe probeersel hit worden
150291025,0,Griekenland lossen schuld aan IMF grotendeels af met geld van imf
150291026,0,eerder nederlands-belgische fusie
150291028,-1,minimumloon verhelpen armoede niet
150291034,1,nederlands economie blijven groeien
150291037,0,rente op obligatie stijgen sterk
150291047,1,ik zijn taai ik kunnen van weinig rondkomen
150291050,1,lichtpunt van wereldeconomie
150291052,0,5 miljoen voor nieuw fonds ebolalanden
150291076,0,leiden akkoord tot veel of minder baan
150291079,1,herstellen van eurozone beginnen in Duitsland
150291092,-1,laten die Nederlanders maar sparen
150291095,1,jong vinden snel baan
150291105,0,investeren voor veel koopkracht
150291106,0,Nederland weten geen raad met start-up
150291108,0,Dijsselbloem commissie woekerpolis onhaalbaar
150291112,1,beurs blij met besluit van ECB
150291114,-1,schuld houden werkloos gevangen in uitkering
150291115,-1,risico op nieuw financieel crisis weer toenemen
150291146,0,Spotify 8 miljard waard na injectie van 400 miljoen
150291148,0,vermogensongelijkheid groeien
150291161,1,DAF hebben 240 extra medewerker nodig
150291164,-1,wachttijd in bijstand drempel voor tijdelijk baan
150291171,1,appartement blinken uit op huizenmarkt
150291172,0,snel in vast dienst of juist eerder je werk kwijt
150291196,0,laag loon en krap rooster of vallen het toch mee
150291198,1,overname van TNT zetten AEX op hoog punt sinds crisis
150291216,0,vorig jaar 45 miljoen euro minder hypotheekaftrek
150291218,1,nederlands export naar Afrika groeien
150291228,-1,eén corporatie zakken voor stresstest derivaat
150291241,0,tsipras sturen nieuw plan naar Brussel
150291251,-1,Nederland zijn niet zo gelijk als we denken
150291254,1,sterk winst na zege Cameron
150291255,1,obligatierente schieten omhoog
150291256,-1,ondernemer betalen te weinig belasting
150291260,1,britse aandeelhouder euforisch
150291264,0,Siemens 13.500 baan weg voor extra winst
150291272,-1,fusie Ziggo en UPC kosten 1.000 banen
150291273,-1,fetakaas bedreigen handelsverdrag
150291274,-1,hard eis imf frustreren akkoord over hulpgelden
150291278,1,financieel fonds zijn winnaar
150291280,-1,overheid sturen flexkracht weg
150291288,-1,griekse kwestie gijzelen beurs
150291292,1,Brussel verwachten voortgaan economisch herstel in Europa
150291309,0,KPN als prooi liggen veel voor_de_hand
150291311,1,opvallen herstel van euro en duitse rente
150291326,0,kunnen Duitse en nederlands handelsoverschot laag
150291327,-1,geen verbetering bij pensioenfonds
150291330,-1,duur denkfout in gezondheidszorg
150291335,1,veel minder huis onder water
150291339,0,bank moeten hun buffer sterk vergroten
150291344,-1,die wandaad van privaat equity zijn dat exces
150291345,-1,kamer niet te_spreken_over nieuw naheffing Brussel
150291348,-1,griekse spaarsaldi laag sinds 2005
150291350,-1,naheffing
150291353,0,grieks vertrek uit euro zijn voor al partij goed
150291356,0,theater Amersfoort moeten fuseren
150291360,-1,nog eens duizend baan weg bij Vattenfall
150291361,-1,bom in britse verkiezingsstrijd duur huren
150291369,0,arbeidskorting moeten fors omhoog
150291370,0,Athene en euro
150291371,0,beurs gokken op deal EU en Griekeland
150291376,1,asscher willen banenbonus laag inkomen
150291384,0,het zijn goed als Griekenland uit euro stappen en eigen munt invoeren
150291387,0,ING ontslaan extern en redden vast kracht
150291392,0,gij zullen renderen of te_onder gaan
150291394,0,moeten we dan toch maar gaan beleggen
150291396,-1,ttip tasten gezondheid EU aan
150291402,0,DNB waarschuwen voor risico op luchtbel in aandelenmarkt
150291403,0,Bouw huurwoning trekken buitenlands kapitaal aan
150291405,-1,hoog boete Deutsche_Bank voor rol in Libor-affaire
150291410,0,duitsers nemen winkelbedrijf Euretco over
150291411,-1,Dow op_tillen door neporder uit sjofel rijtjeswoning
150291415,1,architect laten dal achter zich
150291421,0,Nederland moeten geen fiscaal vrijhaven willen zijn
150291422,0,moeten spaartaks worden verlagen
150291425,-1,bond hekelen ontslaan reiswinkel
150291426,0,eu-leider moeten ook financieel hulp bieden
150291430,0,aanklacht tegen Gazprom vanwege te hoog tarief
150291431,-1,ook Nationale-Nederlanden sturen uitzendkracht weg
150291444,1,optimistisch begin kwartaalcijferseizoen op europese beurs
150291453,1,partij doen belofte alsof crisis er nooit zijn zijn
150291457,0,onbeschaamde geldvraag aan lezer
150291466,0,burger zijn wakke TTIP komen eraan
150291467,0,wat zijn TTIP
150291470,-1,duur denkfout over sociaal zekerheid
150291474,0,worden product onveilig schimmig en zelfs duur
150291475,0,krijgen bedrijf macht om eu-regels te torpederen
150291501,-1,IMF geven Griekenland geen uitstel
150291502,1,bank Goldman_Sachs boeken riant winst
150291524,0,in 2030 geen import energie veel door VS
150291531,-1,vergrijzing zwakt groei wereldwijd af
150291533,-1,milieutaks zijn fragiel grondslag
150291537,-1,weg met dat kruideniersdenken
150291538,-1,flexwerker komen niet veel aan vast baan
150291540,-1,exportcijfer China belabberd
150291541,0,afwachten begin van nieuw beursweek
150291575,1,europese beurs sluiten met winst
150291577,1,hypotheek zijn juist veilig belegging
150291578,1,VS weten hoe je werknemer beschermen
150291580,-1,iets groot aantal ww-uitkering
150291584,0,Zwitserland krijgen geld toe voor staatslening
150291586,-1,bezoek aan Poetin leveren Tsipras nog_geen geld op
150291587,-1,bedrijf lozen uitzendkracht
150291592,0,in Singapore en bij VVD gaan markt boven alles
150291594,0,elektrisch auto snel doorverkopen in export
150291604,0,student in stad veel werk maar ze doen het zelf
150291605,0,het worden tijd voor salarisherziening
150291613,0,bedrijfsleven ruiken kans in Iran
150291637,0,veel file want economie trekken aan
150291638,0,ontslaan maar niet weg bij Philip_Morris
150291644,-1,betalen Grieken te weinig belasting
150291645,-1,helft bedrijf zonder winst in crisis
150291646,-1,pensioenfonds staan er slecht voor
150291647,-1,wereldbank veroorzaken armoede
150291651,-1,bank laks met rentederivaten mkb
150291652,-1,allochtoon jong maken geen kans dat zijn onacceptabel
150291653,-1,turks economie groeien minder snel
150291654,-1,fusie Ziggo en UPC kosten 450 vast baan
150291656,0,europese beurs in min op laat dag van sterk kwartaal
150291658,1,saints maken winst
150291666,0,goed opleiden allochtoon vinden veel makkelijk baan
150291667,0,bond vinden bonus topman Blok te hoog
150291670,0,belasting
150291673,0,maken van ABN_Amro nieuw nutsbank
150291676,0,meest starter willen geen tophypotheek
150291690,0,fiscus eisen toeslag terug in buitenland
150291700,-1,zo gaan Grand failliet
150291701,-1,wij claimen zelf arm land kapot
150291703,-1,grondpersoneel dreigen met actie bij KLM over cao's
150291705,1,economie groeien hard dan denken
150291706,-1,bijna eenderde van sportbond lijden verlies
150291707,0,onlinefraude in 24 uur terugbetalen
150291713,0,kunnen goeroe Grexit wel voorkomen
150291719,-1,beurs sluiten met flink verliezen
150291723,1,lastenverlichting werken goed dan geldpers
150291725,0,Jeugdloon
150291729,0,twee kamer willen bovengrens aan bank
150291732,0,pgb-chaos moeten deze zomer zijn oplossen
150291733,0,laten ze eerst rijk aanpakken
150291737,0,belasten arbeid minder en belasten vervuiling en grondstof veel
150291739,0,vrouw aan top bij Guardian
150291742,-1,jong boos om oneerlijk laag minimumloon
150291743,1,Kamp laag kost windmolen
150291744,0,bestorming van obligatiehouder
150291745,-1,ook Europa zuchten onder duur medicijn
150291748,0,enig doel zijn prijsdumping
150291749,0,weten tsipras wel wat hij doen
150291751,0,wiedergutmachung hebben punt
150291766,1,economisch herstel en politiek afbraak
150291775,-1,grondstof veel minder waard
150291782,-1,in een dag 300 mln. aan spaargeld weg
150291785,1,ook burger hebben weer vertrouwen in economie
150291786,-1,"0,9 procent rente en ja het kunnen nog laag"
150291795,-1,aandelenbezit risico voor laag overheid
150291796,0,OR_Martinair stappen naar rechter om ontslaan
150291797,1,veel woning van miljoen of veel Aerdenhout lopen voorop
150291799,-1,KLM schrappen 22 vlucht in zomer
150291800,0,Fed hint op hoog rente in VS na juni
150291802,-1,kans op tijdig oplossing griekse crisis minimaal
150291812,1,veel veel huis verkopen in februari
150291813,0,V d niet korten salaris kosten baan
150291815,0,geduld Yellen lijken oneindig
150291816,0,beurs wachten op hint over rente
150291817,-1,Lufthansa annuleren 750 vlucht
150291818,0,fraude Dubai remmen beursgang niet
150291826,-1,Banco_de_Madrid vragen uitstel van betaling aan na beschuldiging van witwaspraktijk
150291827,1,Huurverhoging laag dan toestaan
150291835,0,rijk zijn niet rijk geworden
150291840,-1,Europa exporteren zijn stagnatie met veel succes
150291842,0,hoe energiemiljard provincie splijten
150291843,-1,Grieken zoeken geld onder elk steen
150291844,-1,Brazilië pijnigen door inflatie
150291849,1,goed Bed vinden weg omhoog
150291851,-1,bankpresident Knot woedend over europese coulance met Frankrijk
150291853,-1,oerdegelijk obligatie in gevarenzone
150291855,0,"ierse economie groeien met 4,8 procent"
150291856,0,dikte portemonnee bepalen ambitie provincie
150291857,0,Noord-Brabant hebben 2 miljard op bank Drenthe maar 100 miljoen
150291866,-1,ik gunnen D66 en ChristenUnie illusie dat ze Rutte bijsturen
150291868,0,Dijsselbloem ABN_Amro zeker 15 mld. waard
150291869,-1,geen baan KLM-kantoor overhevelen naar Parijs
150291870,0,spaarrente Rabobank duiken onder 1 procent
150291873,1,weg omhoog voeren langs gietijzer
150291874,-1,Lubbers en Kok beseffen risico van muntunie
150291878,-1,TMG diep in probleem
150291879,0,drukken bij voedselbank ondanks herstel
150291884,-1,wegvallen economisch grens gevaar voor Azië
150291887,0,actie bij Philips-vestiging in Emmen
150291888,-1,fiscaal shoppen moeten stoppen
150291898,-1,verplichten pensioen zo ondernemen je toch niet
150291900,-1,EU morren akkoord met souplesse voor Frankrijk
150291903,-1,beurs wachten af en sluiten in min
150291905,1,polder trekken veel buitenlands geld
150291907,1,export bijna helft hoog
150291909,-1,eigen huis zinloos als investering
150291911,-1,Draghi bom en wat we er nu al van merken
150291916,0,wat weten regering over risico van euro
150291917,1,lang leven importeur
150291919,0,herstellen gaan voorbij aan aex-bedrijf
150291924,0,Athene toerist inzetten om fraude op te spoor
150291929,-1,levenhypotheek eindigen vaak met kater
150291930,1,economisch lente
150291931,0,vragen niet teveel van kunst
150291932,0,detachering mogen in Europa niet tot verdringing leiden
150291933,0,nieuw normaal rukken op in China
150291934,-1,akkoord woekerpolissen ver weg
150291935,0,Haven_Rotterdam zetten veel om maar investering verlagen winst
150291936,0,corporatie onderzoeken rol tussenpersoon bij rentederivaten
150291937,-1,Wereldwijde valuta-oorlog
150291938,1,europese belegger in prima stemming
150291940,1,goedkoop euro en laag inflatie laten voorspeller blozen
150291941,-1,geen enkel woord over provincie
150291942,-1,geduld EU zijn op Frankrijk moeten extra bezuinigen
150291948,1,veel export buiten Europa
150291950,1,kunnen Ploumen extra groei redden
150291957,-1,corruptieschandaal pijnigen braziliaans economie
150291958,-1,laag punt euro sinds 2003
150291969,0,in India leveren je geld veel op dan in China
150291970,1,Amerikanen betalen griffen voor hollands toppaard
150291972,-1,zijn dit groot zeepbel ooit
150291975,1,hoog stand Nasdaq sinds 2000
150291978,0,75 miljoen extra voor ambachts- opleiding
150291981,1,begroting van Modi enthousiast onthalen
150291983,-1,Speciaal hof moeten angel halen uit handelsverdrag
150291993,-1,Rusland halen 47 miljard euro uit reserve
150291997,1,belegger optimistisch na twee sterk maand op rij
150292005,-1,biertapper en vakkenvuller tellen nu ook mee
150292006,-1,toch weer veel mens zonder baan
150292009,0,rekenen oudere zich arm
150292010,0,imtech opnieuw in_opspraak
150292011,-1,opnieuw vastgoedverlies Rabobank
150292023,0,noodoverleg als olieprijs dalen
150292025,0,asscher passen regel flexwerker aan
150292026,-1,deflatie dreigen als wreed Darth_Vader
150292029,1,beurs schieten omhoog na grieks akkoord
150292043,1,opslag varkensvlees moeten prijs herstellen
150292050,-1,eigen pot worden ramp
150292051,-1,Rusland junk -status
150292052,-1,klein ziekenhuis vel over been
150292053,-1,Athene in tang
150292055,-1,eurogroep bepalen zijn dat democratie
150292056,0,russisch geld zijn goed zijn
150292057,0,werkloos helpen met ser-advies
150292058,-1,Brandweer moeten 40 miljoen besparen
150292060,0,onbeschaamde geldvraag aan lezer
150292069,0,chinese investeerder slurpen europese kennis op
150292070,1,SER willen werkloosheid preventief bestrijden
150292071,0,Duitsland importeren veel uit Nederland
150292073,0,verkopen van huis en prijs blijven stijgen
150292074,-1,gehackte gemalto blikvanger op beurs met fors verlies
150292076,1,feest in Saoedi-Arabië nieuw koning strooien met miljard
150292077,-1,DNB Nederlanders sparen te veel
150292079,-1,er zijn veel tegen beursgang ABN_Amro
150292080,1,Hogere rentemarge zorgen voor winststijging bij ABN_Amro
150292081,0,scheiden ouder moeten om tafel
150292082,1,supermarkt Walmart laten loon stijgen
150292083,1,Randstad groeien in Nederland en ver vooral buiten Europa
150292085,-1,Duitsland laten Athene bungelen
150292087,-1,europese centraal bank boeken in 2014 eenderde minder winst dan in 2013
150292090,1,fransen en Nederlanders kunnen wél door een deur
150292091,-1,Air_France-KLM moeten weer snijden
150292095,0,flexwerker vinden snel baan
150292099,-1,Grieken stem op Syriza maar halen hun spaargeld van bank
150292100,1,europese beurs sluiten met winst
150292101,0,worden loonsverlaging structureel
150292104,0,yanis
150292105,0,blokker overtuigen FNV en cnv van noodzaak banenvermindering
150292106,0,Griekenland kiezer of krediet
150292107,-1,geen antwoord op prijsvechter
150292111,0,werknemer betalen volgen jaar weer ww-premie
150292114,0,Record aan dividend uitkeren
150292117,0,belegger wachten grieks gesteggel nog even af
150292121,-1,ideaal handelsland brengen er niets van terecht
150292124,0,ideaal plek om drones te testen of om te wonen
150292125,1,financieel advies worden flink goedkoop
150292126,1,Portugal mogen snel terugbetalen
150292127,-1,staat verliezen fors op verkoop reaal
150292129,0,tsipras worstelen met griekse paradox
150292132,0,Athene krijgen vier dag dan gaan geldkraan dicht
150292134,0,spaarder halen miljard van bank
150292152,1,nederlands economie zetten nog tand bij
150292153,1,groei in baan volledig op conto van flexwerk
150292161,0,pensioenfonds stoppen veel geld in hypotheek
150292163,0,inflatie dalen naar 0 procent
150292166,-1,griekse bank in nood
150292167,0,griekse bank lopen leeg ECB verstrekken extra krediet
150292172,1,en geven verkoop van Heineken duw
150292179,1,ING en NN doen het zo goed dat ze na zes jaar weer dividend uitkeren
150292180,0,economie
150292184,-1,veel angst dan hoop
150292185,-1,bezuinigen met kans op fascisme erg dan Grexit
150292186,-1,brusselse regel maken bioproduct duur
150292187,-1,twijfel over noodzaak ontslaan blokker
150292189,1,"aex 453,80 pt + 0,63 dow jone 17,868,63 pt + 0,79"
150292190,-1,g20-top in teken van Grexit en dreigen valuta-oorlog
150292191,0,eindspel
150292192,-1,Athene en EU koers aan op clash
150292204,-1,Oekraïne en Griekenland maken belegger nerveus
150292205,0,V d voorlopig redden al zijn bond nog niet akkoord
150292207,-1,blokker nog winkelreus in nood
150292213,0,werkgever mkb mes in regeling doorbetalen loon bij ziekte
150292216,0,Griekenland blijven erbij geen noodlening veel
150292220,-1,zeggen maar dag tegen je carrière
150292225,1,links rakker zijn goed voor Griekenland
150292233,0,verliezen Nederland sleutelrol in internet
150292234,0,twitter en LinkedIn blinken uit op tobberig beursdag
150292236,-1,waar hebben wij falen
150292237,-1,Air_France bloeden net zo als KLM
150292238,-1,export nederlands voedsel opdrogen
150292240,-1,Knot opkoopprogramma van ECB zijn wel heel duur
150292244,-1,Eredivisie voor 31 miljoen euro in rood
150292247,0,Tsipras geven Grieken hun stem terug
150292248,1,recessiespook verdwijnen uit Europa
150292249,-1,Siemens schrappen 7.400 baan op_zoek naar herstel
150292252,-1,staking tegen privatisering
150292254,0,Jagger en co zetten verlies in boek na topjaar
150292258,0,1 miljard voor aanpak jeugdwerkloosheid
150292260,1,laag wodkaprijs moeten volk kalmeren
150292261,-1,concurrentie hijgen KPN in nek
150292263,-1,DSK dwingen ontwikkelingsland tot bezuinigingsorgie
150292264,0,fiscaal afspraak
150292266,1,Griekenland er bestaan goed sociaal en economisch
150292267,-1,europese economisch oorlog
150292269,-1,Gideon_Rachman drie crisis in Europa in zijn colu
150292271,1,geen stijging suïcide onder werkloos
150292273,-1,Griekenland uit bedelen bij ECB
150292274,1,herstel economie leveren na drie jaar weer banen op
150292284,1,afwachten handelsdag eindigen overal in plus
150292285,0,sociaal plan of cao gelden nog iets lang
150292286,0,Grieken willen schuld omzetten in obligatie
150292287,-1,duitse warenhuis Karstadt staan voor drastisch sanering
150292288,0,worden hypotheek echt weer duur
150292289,0,bank begeleiden beursgang
150292293,0,laten stadsregio btw heffen over lokaal meerwaarde
150292294,-1,Lage olieprijs nekken offshore
150292309,1,omzetten stijgen in elk geval
150292310,0,dik pak argentijns pesos dan liever bitcoin
150292320,-1,ECB vrezen voor Grieks failliet nemen toe
150292325,1,niet nog minder lenen voor huis
150292327,-1,samenwerking bij banenhulp mislukken
150292328,1,Europa krijgen zijn prestigieus investeringsfonds
150292329,-1,Amsterdam snijden fors in subidie en apparaat
150292338,1,economisch groei doen natuur bloeien
150292339,-1,veel jong lang werkloos
150292361,0,nu ook beursindex voor burger- en buurtinitiatieven
150292367,1,IMF verwachten herstel russische economie
150292368,1,timing zijn goed bank zijn crisis te_boven
150292379,-1,kloof arm en rijk groeien
150292382,0,Nederland moeten nu echt investeren in krijgsmacht
150292383,1,japanse economie veren op door chinese toerist
150292396,-1,ruim 4000 baan belastingdienst weg
150292402,-1,Griekenland geven toe geld zijn bijna op
150292403,0,compensatie korten pensioen Italië
150292404,1,chemie profiteren van dollar en olieprijs
150292408,0,loonstijging nodig werkgever kopschuw
150292410,-1,vertrekken Imtech-baas situatie bedrijf onthutsen
150292411,0,akkoord met schuldeiser deze week rond zeggen Athene
150292414,0,overtuigen Europeaan die aan_de_wieg van euro staan
150292424,-1,Italië moeten op_zoek naar miljard
150292433,-1,Griekenland zoeken oplossing voor schuld bij ECB
150292438,0,Athene betalen IMF met geld van imf
150292439,-1,vertraging dreigen voor investeringsplan Juncker
150292445,0,eurogroep zijn iets positief over Grieken
150292446,0,imf waarschuwen Oost-Europa voor griekse bank
150292459,1,automarkt trekken aan Toyota rekenen weer op recordwinst
150292460,-1,Nederland koploper in betalen laag loon
150292461,-1,sterk rentestijging na instorten obligatiemarkt
150292465,0,crisis zijn onvoorspelbaar maar komen altijd
150292467,1,nog steeds groei in band van onrust
150292468,1,sterk groei lening leiden tot fors veel winst voor ING
150292471,1,Hogere olieprijs gunstig voor inflatie
150292474,0,nederlands uitkering in Marokko gaan omlaag
150292480,1,Nederland krijgen schouderklop van Brussel
150292484,0,chronisch onzekerheid laten griekse groei verdampen
150292485,0,Aruba mogen eigen begroting controleren
150292488,0,open geldkraan moeten Chinees leed verzachten
150292496,0,duur geld moeten Ballast_Nedam redden
150292504,1,Van_Gansewinkel verlossen van juk opkoopfondsen
150292506,1,Rabobank zien woning weer boven_water komen
150292507,1,jong minister-president van Italië ooit hervormen met succes
150292508,0,hoog minimumjeugdloon leiden tot werkloosheid of niet
150292511,0,groei amerikaanse economie zwakt af
150292512,-1,"weer 1,9 miljard van griekse bank halen"
150292521,-1,resultaat van Philips_Healthcare vallen tegen
150292522,0,Portugal moeten snel terugkomen van_plan om media te controleren
150292525,-1,minister Schippers rekenen zich te gemakkelijk rijk
150292530,0,Joris_Luyendijk het zijn tijd dat moraal terugkeren
150292533,0,griekse minister Varoufakis naar achtergrond
150292538,-1,tsipras in tang bij links deel Syriza
150292540,1,CPB pleiten voor subsidie laag inkomen
150292544,0,Cameron nieuw baan voor uitkleden land
150292549,0,gemeente zo ruig bezuinigen wij niet
150292551,0,Spaarrentes_ABN_Amro en ING onder 1 procent
150292556,0,economie Flevoland groeien hard
150292560,0,vrijhandel vloek of zegen
150292564,0,Man gaan niet méér zorgen door minder uur werk
150292565,1,consument durven iets veel uit te geven
150292566,0,huizenprijs zullen veel gaan variëren per regio
150292567,1,Telegraaf dicht financieel gat
150292572,0,ik dromen van ander economie
150292578,0,buurteconomie helpen met eigen makkie
150292588,1,sterk consumptie goed voor duitse economie
